,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,Date,Time,Age,merch_country,merch_state
26055,571844000000.0,fraud_Sawayn PLC,shopping_pos,888.56,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,e3745021f85a57c9d1a71bab8b24a60e,38.033283,-85.154835,1,29/06/2020,23:28,72,United States,Kentucky
26088,4.7614e+18,fraud_Pacocha-Weissnat,kids_pets,20.53,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,c4e3ebb2bca77ccca9b9df8502d90c62,36.34707,-92.601754,1,29/06/2020,23:38,38,United States,Arkansas
26098,571844000000.0,fraud_Jaskolski-Vandervort,misc_net,878.42,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,44f5d5219fd33b33b24ee4770448d2a9,37.68554,-84.893428,1,29/06/2020,23:40,72,United States,Kentucky
26139,4.7614e+18,fraud_Osinski Inc,personal_care,22.91,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,74b721d183db1c513bc156019c60afcc,35.459619,-92.066649,1,29/06/2020,23:52,38,United States,Arkansas
26160,3581130000000000.0,"fraud_Gottlieb, Considine and Schultz",shopping_net,1004.99,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,90883d6aab0c0806b2cf11e35d0ca9e3,40.682223,-80.74166,1,29/06/2020,23:55,60,United States,Ohio
26161,3581130000000000.0,fraud_Brown PLC,misc_net,793.07,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,a7b0e7daa0740e90defdfb8016a2c5d7,41.703644,-80.949957,1,29/06/2020,23:55,60,United States,Ohio
26163,3581130000000000.0,fraud_Jewess LLC,shopping_pos,1013.85,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,10741337feb34e8968811157c6493b6c,40.166832,-82.007641,1,29/06/2020,23:56,60,United States,Ohio
26194,3586010000000000.0,fraud_Schmitt Inc,gas_transport,9.78,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,82ba6ca203d06e79c6b4acf1bddcc869,46.832982,-121.160406,1,30/06/2020,00:03,40,United States,Washington
26219,571844000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,302.75,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,16ded14a96590df73cefe07a030feef8,38.526678,-85.630686,1,30/06/2020,00:16,72,United States,Indiana
26231,3528230000000000.0,fraud_Bins-Rice,gas_transport,18.82,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,aff7beec1f91f7f1306f7f5109b8a20c,39.297454,-74.974855,1,30/06/2020,00:24,84,United States,New Jersey
26239,571844000000.0,fraud_Bogisich Inc,grocery_pos,315.39,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,db61932a533ba7ff64a37c40cb90c610,37.478147,-86.731721,1,30/06/2020,00:27,72,United States,Kentucky
26363,3586010000000000.0,fraud_Fisher Inc,shopping_net,1020.48,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,7d796223fc49800674cfc03e0dccfd3c,47.856895,-121.562764,1,30/06/2020,01:25,40,United States,Washington
26379,4.7614e+18,fraud_Kerluke PLC,misc_net,795.07,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,72613d844481e8c44ac275c685bff23f,36.52083,-92.26128,1,30/06/2020,01:32,38,United States,Missouri
26397,4.7614e+18,"fraud_Langworth, Boehm and Gulgowski",shopping_net,829.4,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,dbab11d6b66735e14dffaf08b5601ad8,35.582422,-91.611369,1,30/06/2020,01:40,38,United States,Arkansas
26446,30551600000000.0,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,319.23,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,3c90d3d6824bdfc4e651d6429f1ddb6a,34.210592,-80.548441,1,30/06/2020,02:02,51,United States,South Carolina
26466,3586010000000000.0,fraud_Ledner-Pfannerstill,gas_transport,8.06,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,727c7e6ae1535b06478ec11792f2252f,46.570814,-121.952525,1,30/06/2020,02:11,40,United States,Washington
26477,30551600000000.0,fraud_Sawayn PLC,shopping_pos,772.65,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,dfa5e2df49cf191beff23c3b1ac3ca5c,35.055611,-81.829295,1,30/06/2020,02:16,51,United States,South Carolina
26519,4.7614e+18,fraud_Miller-Hauck,grocery_pos,353.35,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,733738546cc3af37d6e29be2bdf6de9f,36.867779,-91.124677,1,30/06/2020,02:36,38,United States,Missouri
26567,3586010000000000.0,fraud_Kiehn Inc,grocery_pos,348.48,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,27dd61f3be37825fa5738d4d2e3693f3,47.635992,-122.36239,1,30/06/2020,02:59,40,United States,Washington
26586,3528230000000000.0,fraud_DuBuque LLC,grocery_pos,320.73,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,776f09532c82d906fc3204573f59fd01,38.785077,-75.598612,1,30/06/2020,03:06,84,United States,Delaware
26602,3586010000000000.0,"fraud_Goyette, Howell and Collier",shopping_pos,826.27,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,3dda3ac2b2761af10c80293a815aa333,48.399267,-121.500632,1,30/06/2020,03:13,40,United States,Washington
26607,3586010000000000.0,fraud_Wilkinson Ltd,entertainment,483.28,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,49d64edb852c5d9dc80541f9afe7dc02,47.375404,-121.358143,1,30/06/2020,03:16,40,United States,Washington
26615,30551600000000.0,fraud_Fisher-Schowalter,shopping_net,1071.12,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,976629432ffb9bc65367d43fae181ca2,35.853558,-81.172494,1,30/06/2020,03:21,51,United States,North Carolina
26633,3528230000000000.0,fraud_Kuhic Inc,grocery_pos,307.33,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,a56ef946aaa6ce8a461f001ff3fc3e02,38.653216,-74.367462,1,30/06/2020,03:27,84,No Country found,No State found
26673,3528230000000000.0,fraud_Doyle Ltd,grocery_pos,347.88,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,90b9ba9e0e7819c7c610579f702d5928,39.416971,-74.206697,1,30/06/2020,03:49,84,United States,New Jersey
26696,3586010000000000.0,"fraud_Effertz, Welch and Schowalter",entertainment,520.02,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,ed40b7db85bb1279000dc0f694a88305,46.780492,-122.916246,1,30/06/2020,03:59,40,United States,Washington
26780,30551600000000.0,fraud_Herzog Ltd,misc_pos,8.13,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,67fb6fe6c1d08ae7c237a36aba3dbead,36.05983,-81.818185,1,30/06/2020,04:41,51,United States,North Carolina
26825,4.7614e+18,fraud_Huel-Langworth,misc_net,778.42,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,b882c9e703b2b5bf2c2ac5844e1bd586,35.631507,-92.411869,1,30/06/2020,05:05,38,United States,Arkansas
27436,4.7614e+18,fraud_Boyer-Reichert,shopping_net,989.92,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,b7777c291eab9462af404396a76af9fb,36.729191,-92.401574,1,30/06/2020,10:04,38,United States,Missouri
27783,571844000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1143.96,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,645d25f4ce11bab807386a38ab6b53f3,39.219237,-86.654254,1,30/06/2020,12:27,72,United States,Indiana
28628,3586010000000000.0,fraud_Schaefer Ltd,kids_pets,19.68,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,438264358e822fe875706f82c0bd0cd9,47.859839,-121.232474,1,30/06/2020,16:42,40,United States,Washington
29120,3528230000000000.0,fraud_Gutmann-Upton,misc_pos,50.07,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,c2a0c0f7584998bb67c6c81f01d3387c,39.340316,-75.669888,1,30/06/2020,19:16,84,United States,Delaware
29593,3528230000000000.0,"fraud_Kihn, Abernathy and Douglas",shopping_net,1123.95,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,1323d15c189239192dcf5ebe8c282a38,39.045168,-74.554456,1,30/06/2020,21:38,84,No Country found,No State found
29664,3528230000000000.0,fraud_McGlynn-Heathcote,misc_net,830.06,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,a6082c1bd6b00d7b9f8b0b2a4e1bce95,38.668035,-74.779532,1,30/06/2020,22:02,84,No Country found,No State found
29716,3586010000000000.0,"fraud_Mueller, Gerhold and Mueller",health_fitness,23.36,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,8114c8e33fe9355abc34778fe9a45f06,47.151091,-122.373027,1,30/06/2020,22:18,40,United States,Washington
29765,4.7614e+18,fraud_Hilpert-Conroy,kids_pets,18.85,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,00085870bedcd93286a0ae7277f38d3f,36.86303,-91.371724,1,30/06/2020,22:32,38,United States,Missouri
29795,30551600000000.0,fraud_Ziemann-Waters,health_fitness,18.4,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,8d624487e70bee749037423bd007b49b,35.179315,-82.382785,1,30/06/2020,22:43,51,United States,South Carolina
29859,571844000000.0,"fraud_Gottlieb, Considine and Schultz",shopping_net,993.55,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,9ca9e0b00e42cf6ca60957bf5bff7419,38.188666,-86.542169,1,30/06/2020,23:04,72,United States,Indiana
29894,3528230000000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,970.38,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,11f1ae917c13c725aa0843ec04ef447b,39.403926,-74.773576,1,30/06/2020,23:16,84,United States,New Jersey
29895,3528230000000000.0,"fraud_Kerluke, Kertzmann and Wiza",misc_net,809.53,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,f7d1d432a8fd5abfedb08523d7c0a9f8,38.487274,-74.886792,1,30/06/2020,23:16,84,No Country found,No State found
29896,571844000000.0,"fraud_Haley, Jewess and Bechtelar",shopping_pos,917.97,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,6736d580fbae1911b7f3117b1daedbc7,37.6226,-85.912793,1,30/06/2020,23:16,72,United States,Kentucky
29912,4.7614e+18,fraud_Jakubowski Inc,home,277.68,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,a4511c9f31cf1f9543376ce3d7116286,36.308326,-92.353418,1,30/06/2020,23:21,38,United States,Arkansas
30007,3528230000000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,359.26,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,078da9a1497abd069d041aec3acfa627,39.48877,-75.297022,1,30/06/2020,23:45,84,United States,New Jersey
30010,3528230000000000.0,fraud_Torphy-Goyette,shopping_pos,727.32,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,71185970c3e5ee07c3d62523a8d5117b,39.889722,-74.958256,1,30/06/2020,23:46,84,United States,New Jersey
30019,571844000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,284.94,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,c319a3249bd476147cf1bbe36686a0ec,39.075545,-85.607381,1,30/06/2020,23:48,72,United States,Indiana
30289,3586010000000000.0,fraud_Bashirian Group,shopping_net,1001.99,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,c41ee8fafceb3d02a63ef5f5a988f5f2,47.402638,-122.645785,1,01/07/2020,03:52,40,United States,Washington
31084,3586010000000000.0,"fraud_Bahringer, Bergnaum and Quitzon",home,232.25,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,15b897bf56a8d38a3b203a546e0ffedf,48.472294,-121.312176,1,01/07/2020,15:21,40,United States,Washington
31806,6011890000000000.0,fraud_Zulauf LLC,personal_care,17.71,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,b39c397e0b3c1732fc4826c73709a86f,39.640502,-104.816614,1,01/07/2020,22:51,49,United States,Colorado
32204,6011890000000000.0,"fraud_Koss, McLaughlin and Mayer",food_dining,132.33,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,cbf176a26c352af4f2a795f456b48bd9,39.705499,-104.817495,1,02/07/2020,04:12,49,United States,Colorado
33880,3540420000000000.0,fraud_Balistreri-Nader,misc_pos,9.03,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,b6a8fb11da28ccd05d94fc836fbd0702,44.823867,-94.689224,1,02/07/2020,23:17,80,United States,Minnesota
33975,3540420000000000.0,"fraud_Casper, Hand and Zulauf",grocery_pos,286.73,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,ab5855756df21cebb8477d505d36430f,46.462649,-94.151278,1,03/07/2020,00:18,80,United States,Minnesota
34001,3589260000000000.0,"fraud_Moen, Reinger and Murphy",grocery_pos,278.04,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,97bbc042914e545105dd6bbbec258021,39.31171,-77.683835,1,03/07/2020,00:41,40,United States,Virginia
34093,3589260000000000.0,fraud_Kuvalis Ltd,gas_transport,6.99,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,d2a49198c40821fe67ef30954454e573,40.036844,-79.139843,1,03/07/2020,01:52,40,United States,Pennsylvania
34114,3540420000000000.0,"fraud_Schumm, Bauch and Ondricka",grocery_pos,262.49,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,47675559d1779561c3bb17372b8f701c,45.401134,-94.394455,1,03/07/2020,02:07,80,United States,Minnesota
34665,3589260000000000.0,"fraud_Schumm, Bauch and Ondricka",grocery_pos,305.34,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,b56df12b11d11c240c6927ecd3a667c9,40.159578,-78.109956,1,03/07/2020,09:35,40,United States,Pennsylvania
36033,3589260000000000.0,"fraud_Nienow, Ankunding and Collier",misc_pos,6.67,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,3ff79c3fc560882aa125a5e7ebb474df,40.042611,-77.734092,1,03/07/2020,22:19,40,United States,Pennsylvania
36057,3540420000000000.0,"fraud_Schmeler, Bashirian and Price",shopping_net,1115.94,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,23ac0038963b49b09d06a0169123cef3,45.518257,-94.170698,1,03/07/2020,22:31,80,United States,Minnesota
36082,3589260000000000.0,fraud_McGlynn-Heathcote,misc_net,693.71,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,e343db8193fac341cc23997d4eb71be9,39.840071,-78.945141,1,03/07/2020,22:44,40,United States,Pennsylvania
36108,3540420000000000.0,fraud_Bednar Inc,travel,10.32,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,8d3b75c528687d19e761c0d674d2edba,45.707033,-93.280211,1,03/07/2020,22:56,80,United States,Minnesota
36126,3589260000000000.0,"fraud_Langworth, Boehm and Gulgowski",shopping_net,991.33,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,b75e90645042d413db4a855d66f8b568,39.333607,-77.996704,1,03/07/2020,23:07,40,United States,West Virginia
36135,3540420000000000.0,fraud_Kuphal-Bartoletti,misc_net,912.89,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,b246893ff833555b1047f500918497e3,45.958943,-94.553793,1,03/07/2020,23:13,80,United States,Minnesota
36143,3540420000000000.0,fraud_Kozey-McDermott,travel,11.83,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,a21fadfc781bef6306c6fcee871b7414,45.088713,-94.322241,1,03/07/2020,23:17,80,United States,Minnesota
36149,3540420000000000.0,fraud_Gleason-Macejkovic,shopping_net,1061.91,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",1944-05-30,760df776217dc8dca7e92ec08ae07e60,44.782366,-93.49626,1,03/07/2020,23:22,80,United States,Minnesota
36187,3589260000000000.0,fraud_Gerlach Inc,shopping_net,840.53,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,f441409c4697dcfc08f7e217ecaa7166,40.146169,-78.837614,1,03/07/2020,23:43,40,United States,Pennsylvania
36329,3589260000000000.0,fraud_Doyle Ltd,grocery_pos,291.0,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,72b5da03a83ced46ae9568c63bc8797a,39.993252,-78.240985,1,04/07/2020,01:26,40,United States,Pennsylvania
36334,3589260000000000.0,fraud_Bednar Group,misc_net,685.26,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,4ec394c1ee618630a9b35d47653000bf,39.093353,-78.094325,1,04/07/2020,01:30,40,United States,Virginia
36461,4.98985e+18,fraud_Kiehn Inc,grocery_pos,352.15,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,1467d5fccdc1fdffc9631dc2ce881640,34.737279,-81.365331,1,04/07/2020,03:17,30,United States,South Carolina
36476,4.98985e+18,fraud_Macejkovic-Lesch,shopping_pos,627.43,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,d4e1ced955e544fe79c731b09eb53b4c,33.464183,-81.317635,1,04/07/2020,03:30,30,United States,South Carolina
36571,4.98985e+18,fraud_Wilkinson Ltd,entertainment,572.32,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,3e8d88203c0584354a62b45d65a2bcd2,33.775548,-80.95723,1,04/07/2020,04:42,30,United States,South Carolina
37051,4.98985e+18,fraud_Cole PLC,grocery_pos,349.74,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,641d2681ddc413095cd3053900738738,33.595316,-81.34936,1,04/07/2020,10:28,30,United States,South Carolina
38397,3589260000000000.0,fraud_Hills-Witting,shopping_net,874.99,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,cd1bf52e80cc6e25dd3fcdbfe6c78ac6,39.618476,-77.753339,1,04/07/2020,22:35,40,United States,Maryland
38527,3589260000000000.0,fraud_Schmitt Ltd,misc_net,709.43,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,4a4e21ce770f66574cdd04dc0ca4a001,39.114715,-77.385777,1,04/07/2020,23:44,40,United States,Maryland
38530,3589260000000000.0,fraud_Gislason Group,misc_pos,7.6,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,5f5b06dc204aff66844b625071f0a75d,39.765177,-78.916377,1,04/07/2020,23:45,40,United States,Pennsylvania
38598,4.46204e+18,"fraud_Casper, Hand and Zulauf",grocery_pos,343.75,Kimberly,Bush,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,1945-11-26,9e14e84443b2d791cf399fc4485ad732,31.462816,-105.918915,1,05/07/2020,00:18,79,United States,Texas
38714,4.98985e+18,fraud_Kuphal-Bartoletti,misc_net,875.02,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,c721a78ffccf105d4d933ed1bd1b7093,34.93699,-81.524364,1,05/07/2020,01:22,30,United States,South Carolina
38779,4.98985e+18,fraud_Bradtke PLC,grocery_pos,338.47,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,7024b5e078a38e856a02e749353d3c48,33.852327,-80.962576,1,05/07/2020,01:46,30,United States,South Carolina
